snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1589250826,825,90,50.82541,1.20537,3852,48,1177
1589250832,825,90,50.82541,1.20750,3852,48,1177
1589250838,850,91,50.82536,1.20946,3852,46,1177
1589250845,850,70,50.82550,1.21155,3852,41,1177
1589250851,850,60,50.82601,1.21315,3852,40,1177
1589250860,825,60,50.82687,1.21547,3852,40,1177
1589250866,825,62,50.82742,1.21696,3852,40,1177
1589250874,825,60,50.82825,1.21941,3852,41,1177
1589250881,825,60,50.82885,1.22108,3852,41,1177
1589250888,825,62,50.82939,1.22267,3852,40,1177
1589250899,850,64,50.83044,1.22587,3852,41,1177
1589250912,850,70,50.83150,1.22917,3852,42,1177
1589250922,850,64,50.83244,1.23238,3852,42,1177
1589250930,850,71,50.83300,1.23444,3852,43,1177
1589250938,825,83,50.83337,1.23730,3852,45,1177
1589250948,825,96,50.83332,1.24054,3852,49,1177
1589250954,825,105,50.83305,1.24264,3852,52,1177
1589250960,825,116,50.83250,1.24480,3852,52,1177
1589250968,825,128,50.83131,1.24784,3852,56,1177
1589250974,825,139,50.83012,1.24970,3852,60,1177
1589250980,825,151,50.82866,1.25125,3852,63,1177
1589250986,850,160,50.82729,1.25222,3852,66,1177
1589250992,850,175,50.82509,1.25296,3852,69,1177
1589250998,825,185,50.82331,1.25290,3852,71,1177
1589251004,850,200,50.82108,1.25198,3852,72,1177
1589251010,825,212,50.81950,1.25069,3852,73,1177
1589251016,825,225,50.81781,1.24851,3852,71,1177
1589251022,850,239,50.81656,1.24588,3852,67,1177
1589251028,850,250,50.81591,1.24359,3852,65,1177
1589251034,825,262,50.81543,1.24056,3852,64,1177
1589251040,825,264,50.81520,1.23767,3852,64,1177
1589251046,850,264,50.81502,1.23492,3852,63,1177
1589251052,850,264,50.81484,1.23199,3852,63,1177
1589251058,850,265,50.81466,1.22910,3852,64,1177
1589251064,825,264,50.81447,1.22639,3852,64,1177
1589251070,825,265,50.81428,1.22345,3852,65,1177
1589251076,825,264,50.81414,1.22055,3852,64,1177
1589251082,825,264,50.81396,1.21773,3852,64,1177
1589251088,825,265,50.81382,1.21506,3852,62,1177
1589251094,825,265,50.81369,1.21243,3852,62,1177
1589251100,825,264,50.81354,1.20987,3852,62,1177
1589251106,825,265,50.81332,1.20686,3852,61,1177
1589251114,850,263,50.81312,1.20384,3852,63,1177
1589251126,825,263,50.81274,1.19835,3852,64,1177
1589251132,850,264,50.81261,1.19545,3852,62,1177
1589251138,850,264,50.81241,1.19276,3852,62,1177
1589251155,825,264,50.81195,1.18431,3852,63,1177
1589251162,825,265,50.81177,1.18164,3852,64,1177
1589251172,825,265,50.81145,1.17635,3852,63,1177
1589251178,825,265,50.81130,1.17378,3852,62,1177
1589251192,825,265,50.81102,1.16776,3852,63,1177
1589251206,825,265,50.81062,1.16054,3852,64,1177
1589251212,850,266,50.81049,1.15772,3852,63,1177
1589251218,850,267,50.81039,1.15587,3852,62,1177
1589251226,850,267,50.81023,1.15151,3852,62,1177
1589251254,825,266,50.80967,1.13968,3852,59,1177
1589251264,825,266,50.80944,1.13541,3852,59,1177
1589251276,850,249,50.80897,1.12999,3852,66,1177
1589251282,825,235,50.80790,1.12732,3852,70,1177
1589251290,850,237,50.80627,1.12343,3852,67,1177
1589251296,825,234,50.80544,1.12152,3852,67,1177
1589251306,825,234,50.80348,1.11726,3852,67,1177
1589251326,825,247,50.80019,1.10880,3852,65,1177
1589251336,825,258,50.79957,1.10504,3852,62,1177
1589251358,825,302,50.80092,1.09581,3852,54,1177
1589251366,1625,316,50.80302,1.09321,3852,50,1177
1589251372,825,323,50.80339,1.09180,3852,47,1177
1589251378,825,335,50.80449,1.09076,3852,45,1177
1589251388,825,344,50.80623,1.08973,3852,43,1177
1589251398,825,357,50.80828,1.08925,3852,41,1177
1589251404,825,2,50.80930,1.08925,3852,41,1177
1589251412,825,16,50.81098,1.08971,3852,39,1177
1589251421,825,25,50.81256,1.09062,3852,41,1177
1589251430,825,28,50.81400,1.09215,3852,39,1177
1589251438,825,48,50.81520,1.09388,3852,40,1177
1589251448,825,58,50.81624,1.09604,3852,44,1177
1589251478,825,67,50.81845,1.10561,3852,44,1177
1589251486,825,69,50.81912,1.10695,3852,45,1177
1589251494,825,68,50.81964,1.11014,3852,44,1177
1589251500,825,71,50.82010,1.11198,3852,43,1177
1589251508,825,69,50.82080,1.11465,3852,44,1177
1589251518,825,67,50.82152,1.11764,3852,44,1177
1589251524,825,68,50.82198,1.11934,3852,43,1177
1589251534,825,67,50.82275,1.12251,3852,44,1177
1589251542,825,68,50.82326,1.12447,3852,41,1177
1589251574,825,66,50.82578,1.13441,3852,42,1177
1589251582,825,69,50.82637,1.13671,3852,45,1177
1589251588,825,69,50.82683,1.13857,3852,44,1177
1589251596,825,68,50.82751,1.14132,3852,43,1177
1589251608,825,70,50.82838,1.14481,3852,41,1177
1589251614,850,67,50.82880,1.14651,3852,42,1177
1589251620,825,68,50.82922,1.14822,3852,44,1177
1589251626,825,68,50.82971,1.15015,3852,44,1177
1589251632,850,69,50.83015,1.15196,3852,44,1177
1589251638,825,66,50.83057,1.15356,3852,43,1177
1589251644,850,68,50.83109,1.15562,3852,43,1177
1589251656,850,68,50.83202,1.15921,3852,44,1177
1589251662,850,67,50.83244,1.16104,3852,44,1177
1589251668,850,70,50.83296,1.16299,3852,46,1177
1589251674,825,67,50.83342,1.16477,3852,44,1177
1589251680,825,69,50.83388,1.16676,3852,42,1177
1589251686,825,71,50.83435,1.16852,3852,43,1177
1589251692,825,68,50.83476,1.17035,3852,43,1177
1589251698,850,68,50.83523,1.17210,3852,44,1177
1589251704,825,67,50.83570,1.17393,3852,45,1177
1589251710,825,67,50.83616,1.17584,3852,45,1177
1589251716,825,69,50.83663,1.17767,3852,44,1177
1589251723,825,69,50.83708,1.17955,3852,44,1177
1589251734,825,69,50.83800,1.18333,3852,45,1177
1589251740,825,68,50.83846,1.18526,3852,46,1177
1589251746,825,69,50.83891,1.18719,3852,48,1177
1589251752,850,69,50.83942,1.18920,3852,48,1177
1589251758,825,70,50.83992,1.19120,3852,48,1177
1589251764,825,69,50.84035,1.19301,3852,44,1177
1589251771,825,69,50.84084,1.19491,3852,42,1177
1589251783,825,69,50.84170,1.19855,3852,43,1177
1589251790,825,68,50.84212,1.20026,3852,44,1177
1589251796,825,69,50.84253,1.20204,3852,43,1177
1589251802,825,68,50.84299,1.20389,3852,43,1177
1589251808,825,69,50.84345,1.20575,3852,43,1177
1589251814,825,68,50.84386,1.20753,3852,44,1177
1589251820,825,70,50.84427,1.20931,3852,41,1177
1589251826,825,69,50.84473,1.21109,3852,42,1177
1589251838,825,69,50.84561,1.21483,3852,42,1177
1589251844,825,68,50.84608,1.21658,3852,40,1177
1589251850,800,71,50.84645,1.21826,3852,42,1177
1589251856,800,66,50.84687,1.21994,3852,42,1177
1589251862,800,68,50.84729,1.22185,3852,41,1177
1589251868,800,69,50.84771,1.22353,3852,42,1177
1589251874,800,69,50.84813,1.22528,3852,42,1177
1589251880,800,70,50.84859,1.22719,3852,42,1177
1589251886,800,69,50.84901,1.22894,3852,42,1177
1589251892,800,68,50.84948,1.23070,3852,43,1177
1589251898,775,68,50.84985,1.23245,3852,41,1177
1589251904,775,70,50.85027,1.23421,3852,42,1177
1589251910,800,68,50.85068,1.23596,3852,44,1177
1589251916,800,69,50.85115,1.23787,3852,42,1177
1589251923,800,68,50.85157,1.23978,3852,43,1177
1589251934,800,69,50.85241,1.24321,3852,42,1177
1589251940,800,70,50.85278,1.24494,3852,41,1177
1589251946,800,69,50.85325,1.24672,3852,40,1177
1589251959,800,69,50.85399,1.25008,3852,42,1177
1589251970,800,68,50.85492,1.25381,3852,44,1177
1589251976,800,69,50.85539,1.25578,3852,43,1177
1589251983,800,69,50.85580,1.25764,3852,43,1177
1589251995,800,69,50.85663,1.26120,3852,43,1177
1589252006,800,70,50.85744,1.26480,3852,42,1177
1589252012,800,69,50.85785,1.26663,3852,43,1177
1589252019,800,69,50.85827,1.26839,3852,43,1177
1589252030,800,70,50.85915,1.27211,3852,42,1177
1589252036,800,71,50.85951,1.27397,3852,44,1177
1589252042,800,71,50.85990,1.27571,3852,43,1177
1589252048,800,71,50.86032,1.27762,3852,43,1177
1589252054,800,70,50.86074,1.27945,3852,42,1177
1589252060,800,72,50.86111,1.28120,3852,43,1177
1589252066,775,71,50.86148,1.28310,3852,44,1177
1589252072,775,67,50.86185,1.28488,3852,42,1177
1589252078,775,41,50.86263,1.28622,3852,38,1177
1589252084,775,40,50.86349,1.28738,3852,39,1177
1589252090,800,39,50.86433,1.28853,3852,40,1177
1589252096,800,41,50.86521,1.28967,3852,41,1177
1589252106,800,39,50.86647,1.29141,3852,39,1177
1589252112,800,41,50.86729,1.29253,3852,41,1177
1589252118,800,41,50.86824,1.29379,3852,40,1177
1589252124,775,41,50.86894,1.29479,3852,40,1177
1589252130,800,41,50.86990,1.29616,3852,40,1177
1589252136,800,44,50.87073,1.29743,3852,41,1177
1589252142,800,48,50.87155,1.29869,3852,41,1177
1589252148,800,40,50.87237,1.29995,3852,38,1177
1589252154,775,38,50.87312,1.30104,3852,38,1177
1589252160,800,51,50.87398,1.30240,3852,39,1177
1589252166,800,55,50.87462,1.30381,3852,38,1177
1589252172,800,64,50.87521,1.30544,3852,41,1177
1589252179,775,71,50.87563,1.30715,3852,42,1177
1589252186,775,83,50.87599,1.30953,3852,45,1177
1589252194,800,90,50.87610,1.31203,3852,47,1177
1589252200,800,99,50.87596,1.31424,3852,48,1177
1589252208,800,113,50.87531,1.31737,3852,52,1177
1589252214,800,122,50.87471,1.31925,3852,53,1177
1589252220,800,133,50.87363,1.32133,3852,56,1177
1589252226,800,143,50.87247,1.32296,3852,60,1177
1589252232,800,155,50.87096,1.32437,3852,61,1177
1589252238,800,164,50.86922,1.32534,3852,64,1177
1589252245,800,176,50.86739,1.32578,3852,68,1177
1589252266,800,222,50.86102,1.32207,3852,70,1177
1589252272,800,225,50.85947,1.32029,3852,70,1177
1589252280,800,180,50.85649,1.31992,3852,69,1177
1589252286,800,180,50.85457,1.31992,3852,69,1177
1589252292,800,180,50.85283,1.31988,3852,69,1177
1589252298,800,181,50.85073,1.31973,3852,70,1177
1589252308,800,183,50.84771,1.31943,3852,71,1177
1589252314,800,197,50.84575,1.31874,3852,72,1177
1589252320,800,211,50.84389,1.31737,3852,74,1177
1589252332,800,237,50.84114,1.31279,3852,70,1177
1589252340,800,259,50.84002,1.30867,3852,63,1177
1589252346,800,266,50.83983,1.30618,3852,61,1177
1589252353,800,275,50.83987,1.30314,3852,58,1177
1589252359,800,287,50.84024,1.30069,3852,56,1177
1589252365,800,296,50.84082,1.29860,3852,53,1177
1589252371,800,306,50.84166,1.29654,3852,52,1177
1589252380,800,320,50.84299,1.29438,3852,48,1177
1589252386,800,330,50.84427,1.29297,3852,47,1177
1589252392,800,329,50.84538,1.29204,3852,47,1177
1589252398,800,325,50.84642,1.29097,3852,49,1177
1589252407,775,324,50.84830,1.28889,3852,48,1177
1589252413,800,325,50.84924,1.28777,3852,46,1177
1589252419,775,324,50.85027,1.28666,3852,45,1177
1589252426,800,326,50.85148,1.28540,3852,47,1177
1589252432,800,325,50.85265,1.28421,3852,44,1177
1589252438,800,326,50.85365,1.28317,3852,45,1177
1589252444,775,330,50.85474,1.28220,3852,46,1177
1589252450,800,323,50.85590,1.28097,3852,48,1177
1589252456,775,331,50.85699,1.27983,3852,45,1177
1589252462,775,342,50.85814,1.27909,3852,43,1177
1589252468,800,349,50.85933,1.27865,3852,43,1177
1589252474,800,357,50.86052,1.27842,3852,42,1177
1589252498,775,25,50.86500,1.27983,3852,41,1177
1589252504,800,34,50.86606,1.28087,3852,42,1177
1589252512,800,42,50.86740,1.28258,3852,41,1177
1589252518,800,52,50.86819,1.28403,3852,40,1177
1589252524,775,60,50.86884,1.28563,3852,42,1177
1589252530,775,68,50.86940,1.28738,3852,44,1177
1589252537,775,75,50.86977,1.28921,3852,45,1177
1589252543,800,82,50.86995,1.29127,3852,43,1177
1589252549,800,90,50.87000,1.29320,3852,46,1177
1589252558,800,105,50.86972,1.29639,3852,48,1177
1589252564,800,112,50.86926,1.29846,3852,49,1177
1589252570,775,121,50.86853,1.30047,3852,51,1177
1589252576,775,132,50.86762,1.30232,3852,54,1177
1589252582,800,141,50.86656,1.30386,3852,59,1177
1589252588,775,155,50.86496,1.30544,3852,63,1177
1589252594,800,166,50.86322,1.30641,3852,66,1177
1589252600,800,178,50.86134,1.30685,3852,70,1177
1589252620,800,221,50.85511,1.30341,3852,71,1177
1589252626,800,233,50.85361,1.30077,3852,70,1177
1589252632,800,247,50.85269,1.29817,3852,69,1177
1589252638,800,259,50.85214,1.29513,3852,65,1177
1589252644,800,270,50.85200,1.29245,3852,58,1177
1589252652,800,278,50.85213,1.29013,3852,58,1177
1589252658,800,289,50.85259,1.28761,3852,55,1177
1589252664,800,299,50.85320,1.28548,3852,52,1177
1589252673,800,315,50.85457,1.28258,3852,49,1177
1589252680,800,326,50.85608,1.28072,3852,47,1177
1589252687,800,336,50.85730,1.27968,3852,44,1177
1589252694,800,343,50.85846,1.27899,3852,44,1177
1589252700,800,350,50.85965,1.27850,3852,43,1177
1589252706,800,357,50.86093,1.27838,3852,43,1177
1589252714,800,8,50.86272,1.27857,3852,40,1177
1589252727,800,25,50.86482,1.27968,3852,39,1177
1589252736,800,36,50.86633,1.28110,3852,40,1177
1589252744,800,46,50.86758,1.28288,3852,42,1177
1589252750,800,54,50.86835,1.28436,3852,39,1177
1589252756,775,60,50.86899,1.28592,3852,41,1177
1589252762,775,68,50.86945,1.28754,3852,44,1177
1589252768,775,78,50.86982,1.28952,3852,44,1177
1589252774,775,85,50.87000,1.29134,3852,47,1177
1589252780,800,94,50.87004,1.29371,3852,49,1177
1589252786,800,102,50.86982,1.29570,3852,49,1177
1589252792,775,111,50.86935,1.29809,3852,53,1177
1589252800,800,120,50.86862,1.30025,3852,54,1177
1589252808,800,137,50.86706,1.30314,3852,59,1177
1589252814,800,147,50.86569,1.30478,3852,60,1177
1589252820,800,160,50.86409,1.30604,3852,63,1177
1589252826,800,171,50.86244,1.30671,3852,64,1177
1589252832,800,183,50.86061,1.30685,3852,69,1177
1589252838,800,194,50.85869,1.30633,3852,69,1177
1589252844,800,205,50.85713,1.30537,3852,69,1177
1589252852,800,225,50.85452,1.30240,3852,70,1177
1589252860,800,238,50.85329,1.30002,3852,67,1177
1589252868,775,256,50.85223,1.29602,3852,64,1177
1589252874,800,267,50.85196,1.29320,3852,62,1177
1589252880,800,277,50.85210,1.29045,3852,58,1177
1589252886,800,287,50.85251,1.28800,3852,56,1177
1589252892,800,298,50.85306,1.28593,3852,53,1177
1589252898,775,307,50.85393,1.28377,3852,52,1177
1589252904,775,316,50.85493,1.28213,3852,49,1177
1589252912,800,329,50.85650,1.28029,3852,47,1177
1589252918,800,336,50.85764,1.27939,3852,45,1177
1589252924,800,345,50.85883,1.27879,3852,44,1177
1589252930,800,353,50.86002,1.27842,3852,44,1177
1589252954,800,22,50.86482,1.27968,3852,41,1177
1589252962,800,30,50.86583,1.28058,3852,40,1177
1589252970,775,41,50.86698,1.28197,3852,38,1177
1589252976,775,49,50.86791,1.28342,3852,41,1177
1589252982,775,58,50.86867,1.28510,3852,44,1177
1589252988,800,65,50.86921,1.28677,3852,45,1177
1589252994,800,74,50.86968,1.28882,3852,45,1177
1589253000,800,82,50.86996,1.29066,3852,46,1177
1589253006,800,90,50.87000,1.29290,3852,47,1177
1589253012,800,97,50.86990,1.29468,3852,48,1177
1589253018,800,108,50.86958,1.29713,3852,50,1177
1589253024,800,116,50.86899,1.29928,3852,52,1177
1589253030,800,124,50.86835,1.30099,3852,56,1177
1589253036,800,137,50.86702,1.30322,3852,58,1177
1589253042,800,150,50.86569,1.30485,3852,58,1177
1589253048,800,157,50.86414,1.30596,3852,60,1177
1589253054,800,170,50.86249,1.30671,3852,64,1177
1589253060,800,181,50.86057,1.30685,3852,69,1177
1589253066,800,194,50.85869,1.30641,3852,71,1177
1589253073,800,206,50.85692,1.30531,3852,70,1177
1589253082,800,225,50.85455,1.30249,3852,69,1177
1589253088,775,237,50.85334,1.30012,3852,69,1177
1589253094,800,248,50.85251,1.29750,3852,68,1177
1589253100,800,263,50.85204,1.29440,3852,66,1177
1589253124,800,303,50.85352,1.28471,3852,50,1177
1589253130,800,312,50.85443,1.28288,3852,51,1177
1589253136,800,322,50.85548,1.28139,3852,49,1177
1589253142,800,331,50.85669,1.28014,3852,45,1177
1589253148,800,339,50.85785,1.27930,3852,45,1177
1589253154,800,347,50.85902,1.27869,3852,45,1177
1589253162,800,359,50.86093,1.27835,3852,42,1177
1589253168,800,6,50.86212,1.27850,3852,42,1177
1589253186,800,29,50.86544,1.28021,3852,40,1177
1589253192,800,36,50.86637,1.28113,3852,42,1177
1589253198,800,44,50.86731,1.28242,3852,41,1177
1589253204,800,50,50.86809,1.28388,3852,44,1177
1589253210,775,57,50.86879,1.28540,3852,42,1177
1589253216,775,61,50.86940,1.28716,3852,43,1177
1589253223,800,61,50.87000,1.28891,3852,43,1177
1589253232,800,59,50.87091,1.29119,3852,41,1177
1589253240,775,61,50.87169,1.29334,3852,43,1177
1589253246,775,59,50.87252,1.29555,3852,43,1177
1589253252,800,59,50.87308,1.29715,3852,43,1177
1589253259,800,59,50.87373,1.29883,3852,43,1177
1589253266,800,60,50.87433,1.30051,3852,42,1177
1589253272,775,39,50.87503,1.30203,3852,41,1177
1589253278,775,27,50.87599,1.30292,3852,40,1177
1589253285,775,29,50.87746,1.30418,3852,41,1177
1589253292,775,29,50.87857,1.30516,3852,41,1177
1589253298,800,29,50.87952,1.30611,3852,41,1177
1589253304,800,28,50.88062,1.30699,3852,39,1177
1589253310,800,29,50.88160,1.30791,3852,40,1177
1589253316,800,29,50.88257,1.30875,3852,40,1177
1589253322,800,30,50.88355,1.30966,3852,40,1177
1589253328,800,32,50.88457,1.31065,3852,39,1177
1589253334,800,30,50.88551,1.31157,3852,39,1177
1589253340,800,37,50.88648,1.31264,3852,40,1177
1589253346,800,26,50.88739,1.31346,3852,42,1177
1589253352,800,35,50.88849,1.31455,3852,43,1177
1589253358,800,39,50.88942,1.31577,3852,43,1177
1589253364,800,51,50.89021,1.31722,3852,43,1177
1589253370,800,57,50.89091,1.31881,3852,44,1177
1589253376,800,68,50.89151,1.32059,3852,44,1177
1589253382,800,74,50.89188,1.32233,3852,45,1177
1589253388,775,82,50.89215,1.32452,3852,47,1177
1589253394,775,92,50.89221,1.32668,3852,48,1177
1589253400,800,100,50.89202,1.32881,3852,47,1177
1589253406,800,107,50.89174,1.33068,3852,49,1177
1589253412,800,117,50.89114,1.33285,3852,49,1177
1589253418,800,126,50.89035,1.33484,3852,53,1177
1589253424,800,135,50.88928,1.33667,3852,55,1177
1589253430,800,147,50.88812,1.33811,3852,60,1177
1589253436,800,159,50.88644,1.33942,3852,62,1177
1589253442,800,168,50.88483,1.34011,3852,65,1177
1589253448,800,180,50.88304,1.34033,3852,68,1177
1589253454,800,193,50.88103,1.33989,3852,68,1177
1589253460,800,205,50.87929,1.33892,3852,68,1177
1589253466,800,218,50.87745,1.33705,3852,70,1177
1589253472,800,226,50.87629,1.33522,3852,70,1177
1589253478,800,241,50.87517,1.33270,3852,67,1177
1589253484,800,254,50.87443,1.32972,3852,65,1177
